,english_translation,label
29910,,1
29911,,1
29912,,1
29913,was cat ,0
29914,,1
29915,die since since whole water ,0
29916,,1
29917,income ,0
29918,,1
29919,me ,1
29920,,1
29921,kiss since ,1
29922,bite accept was since ,0
29923,,1
29924,,1
29925,,1
29926,,1
29927,good ,1
29928,,1
29929,,1
29930,god ,0
29931,water water after ,1
29932,dream survive since die live water ,0
29933,,1
29934,,1
29935,,1
29936,,1
29937,,0
29938,repression ,0
29939,water beside me since since ,0
29940,water was sunday water water ,0
29941,me mom since mom following ,0
29942,since cat me ,1
29943,cat less ,0
29944,harm cat me ,0
29945,,1
29946,water beside harm beside ,0
29947,thanks water accept cat acceptable me water was beside ,0
29948,thanks water since interfere since ,0
29949,,1
29950,,1
29951,since ,1
29952,breath ,1
29953,,1
29954,me water ,1
29955,type since ,0
29956,,1
29957,water ,1
29958,,1
29959,water participate since ,0
29960,bone whole since ,0
29961,since water ,0
29962,since cat ,0
29963,,1
29964,,1
29965,god ,0
29966,water ,1
29967,less water and ,0
29968,,1
29969,water cat water ,1
29970,water people water ,0
29971,water ,0
29972,,1
29973,,1
29974,,1
29975,,1
29976,,1
29977,beside since ,0
29978,,1
29979,,1
29980,,1
29981,girl since after water silver people ,0
29982,since ,0
29983,,1
29984,,1
29985,,1
29986,,1
29987,cat acceptable ,1
29988,me ,1
29989,since water ,0
29990,else since ,0
29991,,1
29992,,1
29993,,1
29994,,1
29995,harm since ,1
29996,laughing ,1
29997,water ,0
29998,,1
29999,,1
30000,accept water ,0
30001,,1
30002,since ,0
30003,me ,1
30004,,1
30005,beside ,0
30006,,1
30007,,1
30008,,1
30009,cat ,1
30010,,0
30011,repression beside ,0
30012,,1
30013,,1
30014,water after less water ,0
30015,,1
30016,,1
30017,,1
30018,,1
30019,go down ,0
30020,me since ,1
30021,,1
30022,water ,1
30023,thousand ,0
30024,water water ,0
30025,,0
30026,bite ,1
30027,west ,0
30028,water water water ,0
30029,disease swim since bite swim ,0
30030,,1
30031,cat ,0
30032,,1
30033,,1
30034,,1
30035,,1
30036,,1
30037,,1
30038,harm ,1
30039,water ,1
30040,harm water ,0
30041,,1
30042,since after bread ,0
30043,since water was since ,0
30044,,1
30045,,1
30046,,0
30047,god ,1
30048,,1
30049,,1
30050,,1
30051,,1
30052,,1
30053,,1
30054,,1
30055,,1
30056,,1
30057,sense ,1
30058,,1
30059,was was since since ,0
30060,,1
30061,,1
30062,,1
30063,,0
30064,,1
30065,,1
30066,,1
30067,,1
30068,,1
30069,day sweet since ,0
30070,,1
30071,since water since ,0
30072,since ,1
30073,,1
30074,and ,1
30075,water ,1
30076,since since ,0
30077,water ,1
30078,,1
30079,people ,0
30080,water since cat water ,0
30081,less since water ,0
30082,count ,0
30083,water beside stone water people beside begin ,0
30084,thanks ,1
30085,,0
30086,since news ,1
30087,,1
30088,me ,0
30089,literature ,0
30090,since ,1
30091,count ,0
30092,bone since since since ,0
30093,,1
30094,type since ,1
30095,,1
30096,,1
30097,banana ,1
30098,since ,1
30099,,1
30100,since ,0
30101,sense ,1
30102,,1
30103,since since ,0
30104,after since ,0
30105,,1
30106,after ,1
30107,since ,0
30108,,0
30109,,0
30110,since ,1
30111,,1
30112,,1
30113,,1
30114,,1
30115,water ,1
30116,,1
30117,,1
30118,,1
30119,,1
30120,,1
30121,day kill since ,0
30122,water ,1
30123,,0
30124,,1
30125,,1
30126,,1
30127,,1
30128,,1
30129,since water water water ,0
30130,,1
30131,god ,1
30132,girl martyr was water since to ,0
30133,,1
30134,,1
30135,since ,0
30136,water cat ,0
30137,water ,1
30138,cat ,0
30139,else ,0
30140,cat ,1
30141,water after me thousand ,0
30142,,1
30143,,1
30144,since water ,0
30145,,1
30146,,1
30147,water water ,0
30148,since was ,0
30149,since since ,0
30150,,1
30151,beside was ,0
30152,,1
30153,,1
30154,beside was ,0
30155,beside ,1
30156,lose since me ,0
30157,hair ,1
30158,day water ,0
30159,was write cat stay beside water ,0
30160,beside was water harm ,0
30161,beside was count ,1
30162,,1
30163,,1
30164,water ,0
30165,,1
30166,,0
30167,god ,1
30168,,1
30169,,1
30170,since water kiss ,1
30171,,1
30172,and since below day million ,0
30173,shoulder water ,0
30174,and ,0
30175,,1
30176,,0
30177,,1
30178,me thousand water ,0
30179,harm less water ,0
30180,thousand ,0
30181,water was since day water market rotten ,0
30182,million ,1
30183,foot ,0
30184,harm ,1
30185,me water ,1
30186,,1
30187,,1
30188,,1
30189,,1
30190,water water water ,0
30191,,1
30192,,1
30193,,1
30194,,1
30195,,0
30196,billion since since ,0
30197,thanks ,1
30198,water ,0
30199,stay beside water participate cat rotten steal steal beside since ,0
30200,stay beside ,0
30201,since tuesday ,0
30202,,0
30203,responsible ,0
30204,,1
30205,me soul harm ,0
30206,,1
30207,,1
30208,,1
30209,since tuesday ,0
30210,cat ,1
30211,sense coordination accept ,0
30212,,1
30213,water ,0
30214,,1
30215,since kill ,0
30216,smoke ,0
30217,water since qanun swim since ,0
30218,beside ,1
30219,,1
30220,harm harm ,0
30221,,1
30222,,1
30223,,1
30224,,1
30225,,1
30226,water ,1
30227,after reject after ,0
30228,water ,1
30229,,1
30230,else since ,0
30231,,1
30232,me ,1
30233,,1
30234,,1
30235,,1
30236,,1
30237,,1
30238,after ,1
30239,,1
30240,,1
30241,,1
30242,cat ,1
30243,proverb observe cat water water ,0
30244,,1
30245,harm water mean ,0
30246,,1
30247,,1
30248,harm ,0
30249,water lie by ,0
30250,me ,1
30251,,1
30252,people people people ,0
30253,water ,1
30254,,1
30255,,0
30256,,0
30257,water ,0
30258,god water since die since ,0
30259,water ,1
30260,,1
30261,since ,0
30262,,1
30263,,1
30264,,1
30265,,0
30266,people ,1
30267,since below eggs soul since ,0
30268,me since ,0
30269,thanks ,1
30270,kill ,0
30271,accept since door since accept ,0
30272,,1
30273,,1
30274,water income ,0
30275,,0
30276,else ,1
30277,below ,0
30278,,1
30279,since below ,0
30280,,1
30281,since swim bone ,0
30282,,1
30283,water ,1
30284,after water ,0
30285,,1
30286,since ,1
30287,since since ,0
30288,,1
30289,,0
30290,,0
30291,since germany since ,0
30292,me ,1
30293,,1
30294,,1
30295,,1
30296,since to ,0
30297,proverb ,1
30298,cat water me ,0
30299,,0
30300,,0
30301,,1
30302,thanks ,1
30303,foot since ,0
30304,,1
30305,,1
30306,,0
30307,month harm cat ,0
30308,accept kiss bite me ,0
30309,,1
30310,since ,1
30311,harm ,1
30312,water ,0
30313,,0
30314,men smoke limit ,0
30315,cat ,1
30316,thousand ,1
30317,,1
30318,,0
30319,water ,0
30320,foot since bite ,0
30321,water ,0
30322,,1
30323,,1
30324,,1
30325,,1
30326,water and ,0
30327,water ,1
30328,responsible ,0
30329,,1
30330,,0
30331,,1
30332,thanks ,1
30333,,0
30334,day ,0
30335,month since since since ,0
30336,,1
30337,god ,1
30338,,1
30339,news tell kill ,0
30340,hand ,0
30341,,1
30342,,1
30343,,1
30344,,0
30345,me ,1
30346,water water water beside people ,0
30347,water ,1
30348,,1
30349,since ,1
30350,since ,1
30351,,1
30352,rational ,0
30353,news tell kill hand ,0
30354,water ,1
30355,,0
30356,survive after accept ,0
30357,thanks beside spread harm was spread water ,0
30358,me water ,1
30359,,1
30360,,1
30361,since ,0
30362,beside ,0
30363,,0
30364,day news ,0
30365,,1
30366,day water beside ,0
30367,hand ,0
30368,,1
30369,,1
30370,,1
30371,god since pocket cat ,0
30372,,0
30373,water water breath god permit ,0
30374,,1
30375,,1
30376,since ,0
30377,,0
30378,since since since qanun ,0
30379,water me ,1
30380,water ,1
30381,since since ,1
30382,,1
30383,harm water ,0
30384,since water since below ceiling ,0
30385,by cat me since ,0
30386,,0
30387,,0
30388,since ,0
30389,since bite and ,0
30390,after trees foot and since ,0
30391,,1
30392,since ,1
30393,,1
30394,laughing ,1
30395,water ,1
30396,,1
30397,,1
30398,harm water ,1
30399,,1
30400,,1
30401,since ,1
30402,water less ,1
30403,after ,0
30404,water ,0
30405,since ,1
30406,,1
30407,since since ,1
30408,since swim after ,0
30409,,1
30410,,1
30411,water was ,1
30412,,1
30413,water since water after water ,0
30414,,1
30415,since since since accept ,0
30416,,0
30417,,1
30418,,1
30419,after after ,0
30420,appear below since ,0
30421,here beside ,1
30422,,0
30423,,1
30424,god ,1
30425,since ,0
30426,,1
30427,,0
30428,bite to ,0
30429,after was ,0
30430,cat me harm laughing water water ,0
30431,,0
30432,water was water beside water ,0
30433,was water ,0
30434,,1
30435,,1
30436,hundred ,0
30437,security harm ,0
30438,water ,0
30439,,1
30440,,1
30441,water ,1
30442,,1
30443,after after ,0
30444,mean by swim ,0
30445,,1
30446,since ,0
30447,water country ,0
30448,beside since water mean ,0
30449,,1
30450,since full god ,0
30451,,1
30452,water water was ,0
30453,million thousand day ,0
30454,,1
30455,sweet ,1
30456,,1
30457,,1
30458,,1
30459,month since since month since ,0
30460,since accept ,0
30461,,1
30462,,0
30463,,1
30464,else water beside ,0
30465,,1
30466,,1
30467,me ,1
30468,water ,1
30469,,1
30470,,1
30471,,1
30472,billion million ,1
30473,,1
30474,,0
30475,me water ,1
30476,,1
30477,water since soul ,0
30478,,1
30479,,1
30480,god ,0
30481,,1
30482,,1
30483,,1
30484,,1
30485,people ,0
30486,,1
30487,,1
30488,go out ,0
30489,water water ,0
30490,after ,1
30491,thanks ,1
30492,water ,0
30493,,1
30494,,1
30495,,1
30496,,1
30497,,1
30498,since ,1
30499,water beside beside water ,0
30500,boil ,1
30501,water ,1
30502,,1
30503,,0
30504,water ,0
30505,,1
30506,,1
30507,and ,1
30508,since mom ,1
30509,,1
30510,,1
30511,,1
30512,,1
30513,,0
30514,more ,1
30515,,1
30516,,1
30517,less since cat beside ,0
30518,since ,1
30519,,1
30520,,1
30521,,1
30522,since since ,0
30523,,1
30524,,1
30525,,1
30526,,1
30527,,1
30528,,1
30529,cat ,1
30530,,1
30531,,1
30532,,1
30533,,1
30534,,1
30535,after harm ,1
30536,,1
30537,,1
30538,,1
30539,god ,1
30540,and ,1
30541,,1
30542,me ,1
30543,,1
30544,,0
30545,,1
30546,since since since ,0
30547,,1
30548,,1
30549,,0
30550,since ,0
30551,,0
30552,,1
30553,after month ,1
30554,,1
30555,,1
30556,tunisia ,1
30557,,1
30558,,1
30559,,1
30560,water since add ,0
30561,,1
30562,cat ,1
30563,,1
30564,,1
30565,,1
30566,system light system ,1
30567,,1
30568,god ,1
30569,,1
30570,,1
30571,since ,1
30572,to water ,0
30573,,1
30574,,1
30575,water and ,0
30576,,0
30577,,1
30578,,1
30579,water ,1
30580,,1
30581,water ,1
30582,,1
30583,thousand since ,0
30584,,1
30585,,1
30586,since kiss ,0
30587,,1
30588,,1
30589,,1
30590,water ,1
30591,,1
30592,,1
30593,,1
30594,,1
30595,laughing water ,1
30596,,1
30597,,1
30598,me ,0
30599,,1
30600,,1
30601,,1
30602,water ,1
30603,,1
30604,,1
30605,,1
30606,since ,1
30607,,1
30608,,1
30609,mom ,1
30610,,1
30611,cat me water water ,0
30612,,1
30613,,1
30614,since factory since lunch after reject qanun ,0
30615,,0
30616,,1
30617,water ,0
30618,since water harm ,0
30619,cat bite water since ,0
30620,,1
30621,since ,0
30622,was beside since ,1
30623,thousand since since role ,0
30624,water ,0
30625,water water since harm water ,0
30626,,1
30627,cat cat me water ,0
30628,pain ,1
30629,mom ,1
30630,,1
30631,thanks swim ,0
30632,,1
30633,,1
30634,god ,1
30635,,1
30636,,1
30637,,0
30638,,1
30639,,1
30640,,1
30641,,1
30642,,1
30643,,1
30644,,1
30645,water and ,0
30646,morals ,1
30647,,1
30648,,1
30649,,1
30650,,1
30651,by billion ,0
30652,pick since stone bone ,0
30653,me water and attend ,0
30654,since ,0
30655,water ,0
30656,,1
30657,water mom ,1
30658,water ,0
30659,thousand thousand thousand ,0
30660,,0
30661,since and since ,0
30662,,1
30663,,1
30664,was since ,0
30665,observe was ,0
30666,since ,0
30667,god ,1
30668,,1
30669,cat ,1
30670,,1
30671,,1
30672,,1
30673,,1
30674,,1
30675,day water soul ,0
30676,water mom ,1
30677,me water full since since ,0
30678,water bone water ,0
30679,,1
30680,,0
30681,,1
30682,since ,0
30683,thousand ,1
30684,since ,1
30685,,1
30686,,1
30687,,1
30688,,1
30689,,1
30690,god ,1
30691,cat ,1
30692,water ,1
30693,,1
30694,water ,1
30695,me ,1
30696,,1
30697,,1
30698,,1
30699,,1
30700,,1
30701,god ,1
30702,,1
30703,,1
30704,after by ,0
30705,since ,0
30706,water ,0
30707,since ,0
30708,acceptable ,0
30709,,0
30710,since ,0
30711,,1
30712,,1
30713,this ,1
30714,light light light ,1
30715,,1
30716,water since ,0
30717,,1
30718,harm cat tell ,0
30719,,1
30720,after ,1
30721,,1
30722,cat ,1
30723,,1
30724,cat ,1
30725,,1
30726,,1
30727,since since ,0
30728,water outside ,0
30729,was ,0
30730,,1
30731,breath ,1
30732,cat shame ,0
30733,,1
30734,since bite ,0
30735,beside ,1
30736,,1
30737,,1
30738,since ,0
30739,god judge since ,0
30740,god ,0
30741,,1
30742,thousand ,1
30743,,1
30744,,1
30745,,0
30746,since since water ,0
30747,breath since since water since day was after since water ,0
30748,beside god ,0
30749,,1
30750,,1
30751,,1
30752,since beside god ,0
30753,mean since sunday water ,0
30754,,1
30755,harm mean ,0
30756,me water since ,0
30757,weapon since and and ,0
30758,god ,0
30759,since ,0
30760,since ,0
30761,,1
30762,,1
30763,,1
30764,water ,0
30765,mean since ,0
30766,water ,1
30767,water day ,0
30768,,0
30769,water beside beside since ,0
30770,soul beside ,0
30771,since since ,0
30772,,1
30773,cat water ,1
30774,water ,0
30775,,1
30776,and ,1
30777,compact ,0
30778,and and ,1
30779,water ,0
30780,thousand ,1
30781,harm ,0
30782,cat water since water ,0
30783,,1
30784,,0
30785,,1
30786,,1
30787,boil ,1
30788,,1
30789,,1
30790,since income ,0
30791,since since ,0
30792,harm bite water beside cat water water sense water ,0
30793,less water ,1
30794,,1
30795,water beside since water god ,0
30796,beside ,1
30797,,1
30798,,0
30799,,1
30800,,1
30801,,1
30802,thousand ,1
30803,,1
30804,,1
30805,,1
30806,,1
30807,,1
30808,,1
30809,since less water since was turnip ,0
30810,,1
30811,boil ,1
30812,water ,1
30813,cat harm harm was since since accept since ,0
30814,was fear ,1
30815,,1
30816,thanks harm ,0
30817,,1
30818,,1
30819,,1
30820,bone ,0
30821,,1
30822,,1
30823,,1
30824,,1
30825,thousand ,1
30826,thanks ,1
30827,thanks thousand water since ,1
30828,thousand ,1
30829,foot since ,0
30830,,1
30831,water ,1
30832,was ,1
30833,me water ,1
30834,me water ,1
30835,,1
30836,,1
30837,cat water ,0
30838,,1
30839,,1
30840,,0
30841,,1
30842,,1
30843,,1
30844,water ,1
30845,,1
30846,,0
30847,after water since ,0
30848,,1
30849,since ,0
30850,water beside ,1
30851,water march water ,0
30852,bone ,0
30853,,0
30854,,1
30855,,1
30856,,1
30857,water ,1
30858,,0
30859,since ,0
30860,,1
30861,,0
30862,light ,1
30863,,1
30864,since ,0
30865,god ,1
30866,,1
30867,,1
30868,,1
30869,,1
30870,,1
30871,accept water since since ,0
30872,,1
30873,,1
30874,,1
30875,tell sweet since by ,0
30876,smoke water ,0
30877,,1
30878,water ,0
30879,,1
30880,,1
30881,cat stay ,1
30882,me ,1
30883,type ,1
30884,water was go down impose ,0
30885,water ,1
30886,cat ,1
30887,water since ,1
30888,,0
30889,news bite ,0
30890,sense cat ,0
30891,,1
30892,,1
30893,,1
30894,,1
30895,,1
30896,water ,1
30897,better ,1
30898,laughing colour ,1
30899,,1
30900,,1
30901,,1
30902,water ,0
30903,live ,1
30904,,0
30905,,1
30906,since ,1
30907,,1
30908,god ,0
30909,me ,1
30910,else accept water water since age ,0
30911,water since since sense by ,0
30912,harm smoke me water water was type since was ,0
30913,age water was accept water proverb ,0
30914,since since after since begin ,0
30915,water water ,1
30916,,1
30917,since since beside ,0
30918,,1
30919,,1
30920,my god ,1
30921,,1
30922,,1
30923,,1
30924,,1
30925,cat well-known since since soul harm beside ,0
30926,water ,1
30927,,0
30928,water ,0
30929,,1
30930,pain was ,0
30931,bury water pain after people ,0
30932,,1
30933,else accept water water since age harm ,0
30934,pain since water income water ,0
30935,since ,0
30936,,1
30937,,1
30938,since since beside ,0
30939,,1
30940,,0
30941,god ,1
30942,,1
30943,,1
30944,,1
30945,,1
30946,,1
30947,,1
30948,,1
30949,,1
30950,,1
30951,,1
30952,,1
30953,pick ,0
30954,,1
30955,cat ,0
30956,,1
30957,god ,1
30958,harm water ,0
30959,water ,1
30960,since ,0
30961,water ,0
30962,since bread ,0
30963,was water since ,0
30964,since since ,0
30965,,1
30966,water beside since water by back ,0
30967,,1
30968,since ,0
30969,harm since after water ,0
30970,,1
30971,bread since me else day bread harm water after ,0
30972,since ,0
30973,since and judge judge ,0
30974,since by thousand people ,0
30975,me since ,0
30976,cat cat ,0
30977,water ,0
30978,,1
30979,god ,1
30980,was was return since cat harm ,0
30981,,1
30982,,1
30983,by was since since ,0
30984,and cat beside cat ,0
30985,bite beside since beside ,0
30986,cat ,0
30987,since ,0
30988,water since ,0
30989,god mom ,1
30990,water after ,0
30991,,1
30992,,1
30993,,0
30994,,1
30995,,0
30996,was since ,0
30997,,1
30998,since ,0
30999,,1
31000,rotten ,0
31001,water ,1
31002,water water water ,1
31003,,0
31004,god ,1
31005,,1
31006,,1
31007,since water ,0
31008,,1
31009,cat ,1
31010,water rational ,1
31011,,0
31012,,1
31013,cat cat me since ,0
31014,,1
31015,,1
31016,after by cat ,0
31017,,1
31018,,1
31019,,1
31020,sweet ,1
31021,since ,1
31022,me water water ,1
31023,god ,1
31024,since doubt judge ,1
31025,harm tell ,0
31026,water ,0
31027,me ,1
31028,water ,0
31029,cat since ,0
31030,water since ,0
31031,,0
31032,,0
31033,,1
31034,,1
31035,add since water ,0
31036,,1
31037,enter since since armpit since ,0
31038,,1
31039,light mouse ,1
31040,since water water ,0
31041,water water ,1
31042,since since water people ,0
31043,,1
31044,,1
31045,,1
31046,,1
31047,,1
31048,,1
31049,,1
31050,,1
31051,,1
31052,,0
31053,since ,1
31054,since day people me water was people people ,0
31055,,1
31056,since copy copy ,0
31057,income ,0
31058,,0
31059,,0
31060,,0
31061,after ,0
31062,water cat ,0
31063,water entry water since ,0
31064,month water accept ,0
31065,day after permit since ,0
31066,,0
31067,,1
31068,,1
31069,learn ,0
31070,since thousand day smoke ,0
31071,me ,1
31072,,1
31073,,0
31074,cat ,0
31075,water water since water cat cat ,0
31076,push take off since ,0
31077,,1
31078,,1
31079,,0
31080,,1
31081,,1
31082,water ,0
31083,since ,0
31084,foot beside ,0
31085,water ,0
31086,since ,0
31087,was to since since since cat by ,0
31088,,1
31089,,1
31090,since was ,0
31091,,1
31092,since since bite since ,0
31093,thousand ,1
31094,water water water ,0
31095,water beside water blood since ,0
31096,,1
31097,since ,0
31098,since ,0
31099,burn ,1
31100,,1
31101,beside kill soul beside ,0
31102,,1
31103,,1
31104,since water cat water since by ,0
31105,,1
31106,count ,0
31107,me water ,1
31108,,1
31109,,1
31110,,1
31111,,0
31112,,1
31113,,1
31114,,1
31115,,0
31116,since ,0
31117,,1
31118,,1
31119,cat thousand ,0
31120,,1
31121,,1
31122,sense breath since cat ,0
31123,,1
31124,,0
31125,,0
31126,,1
31127,,1
31128,,1
31129,water ,1
31130,,1
31131,million ,1
31132,since since ,0
31133,,0
31134,,1
31135,,1
31136,,1
31137,,1
31138,,0
31139,,1
31140,,1
31141,well-known since after since ,0
31142,,0
31143,me harm ,0
31144,,1
31145,,1
31146,,1
31147,me since since water cat ,0
31148,,1
31149,me water ,1
31150,,1
31151,,1
31152,,1
31153,,1
31154,me harm water since ,0
31155,,1
31156,,1
31157,since harm water ,0
31158,,1
31159,,1
31160,,1
31161,water was water ,1
31162,water cat me ,0
31163,beside water water water ,0
31164,cheek since day since water water cat water since since ,0
31165,,1
31166,,1
31167,water harm ,0
31168,to and ,0
31169,,1
31170,,0
31171,,1
31172,,1
31173,by ,1
31174,harm rational ,0
31175,,1
31176,rational ,1
31177,harm beside exceed since ,0
31178,after water beside ,0
31179,water ,0
31180,day ,0
31181,,1
31182,god since beside ,0
31183,god god ,1
31184,,1
31185,breath ,1
31186,,1
31187,people cat ,0
31188,,1
31189,harm water push water beside water ,0
31190,water ,0
31191,since ,0
31192,since ,0
31193,cat water cat interfere ,0
31194,,0
31195,,0
31196,,1
31197,,1
31198,,1
31199,,1
31200,,1
31201,cat ,0
31202,since month since ,0
31203,,1
31204,,1
31205,,1
31206,,1
31207,wedding ,1
31208,,1
31209,,0
31210,grandfather below cat harm since ,0
31211,harm harm harm ,0
31212,less water ,0
31213,,1
31214,,1
31215,water ,0
31216,water ,1
31217,me ,1
31218,,1
31219,,0
31220,,1
31221,torture ,1
31222,,1
31223,,0
31224,,0
31225,water was ,0
31226,,0
31227,beside below ,0
31228,blood since ,0
31229,,0
31230,,0
31231,hand after water ,0
31232,,0
31233,,0
31234,,1
31235,since since ,0
31236,,0
31237,,1
31238,,1
31239,and ,0
31240,since ,0
31241,water water since ,0
31242,billion since since after ,0
31243,,0
31244,water ,1
31245,water ,0
31246,,1
31247,,0
31248,since ,0
31249,me water water was ,1
31250,,1
31251,water ,0
31252,water since count news ,0
31253,,0
31254,since since after water since since ,0
31255,since ,0
31256,,1
31257,harm brother ,1
31258,,1
31259,soul ,1
31260,,0
31261,,0
31262,water ,0
31263,water was ,0
31264,girl ,0
31265,,1
31266,,1
31267,water people ,0
31268,,1
31269,,1
31270,thanks ,1
31271,,1
31272,sweet ,1
31273,good water ,0
31274,day water ,0
31275,since water write ,1
31276,,1
31277,,1
31278,,1
31279,since water since harm water cat ,0
31280,water water ,1
31281,me water since harm ,0
31282,count water harm me water ,0
31283,,1
31284,,1
31285,,1
31286,,0
31287,,1
31288,was water since ,0
31289,,1
31290,sweet ,1
31291,,1
31292,by since ,0
31293,and and and ,0
31294,,1
31295,,1
31296,,1
31297,,1
31298,day ,0
31299,,1
31300,,1
31301,water ,1
31302,,1
31303,,1
31304,,1
31305,,1
31306,,1
31307,below ,0
31308,water ,1
31309,since water since effect since accept ,0
31310,water water god ,0
31311,,1
31312,,1
31313,water kill ,0
31314,god mean ,0
31315,harm ,0
31316,,1
31317,was after ,1
31318,,1
31319,,1
31320,god heart ,0
31321,water news tell blind ,0
31322,,1
31323,god ,1
31324,water ,1
31325,by month water ,0
31326,,1
31327,,1
31328,,1
31329,,1
31330,,1
31331,,1
31332,boil ,1
31333,me ,1
31334,,1
31335,,1
31336,since people water since ,0
31337,since bone ,0
31338,water ,0
31339,water ,0
31340,me ,1
31341,,1
31342,tell after ,1
31343,reject was ,0
31344,,1
31345,,1
31346,after water ,1
31347,water and water ,0
31348,,1
31349,god ,1
31350,quarter since since ,0
31351,god since ,0
31352,,1
31353,since ,1
31354,,1
31355,,1
31356,harm interfere ,1
31357,,1
31358,,1
31359,count ,1
31360,,1
31361,water ,1
31362,,1
31363,,1
31364,water ,0
31365,,1
31366,beside to ,1
31367,,1
31368,water ,1
31369,to since ,1
31370,,1
31371,,1
31372,,1
31373,god ,1
31374,,1
31375,,1
31376,water ,1
31377,prior prior since ,0
31378,,1
31379,,1
31380,,1
31381,,1
31382,,1
31383,water ,1
31384,cat acceptable ,1
31385,since by since day ,0
31386,,1
31387,me since live ,0
31388,,1
31389,,1
31390,,1
31391,,1
31392,,1
31393,water stay ,1
31394,and since ,0
31395,market since ,0
31396,supreme ,1
31397,,1
31398,,1
31399,less cat ,0
31400,,1
31401,mountain income beside since ,0
31402,,0
31403,,1
31404,,0
31405,since ,0
31406,,0
31407,,1
31408,water accept ,0
31409,cat ,1
31410,me beside me cat ,0
31411,me was ,1
31412,less ,0
31413,,0
31414,water sense since since after ,0
31415,,1
31416,since accept since ,0
31417,,1
31418,security ,1
31419,cat ,0
31420,market since since ,0
31421,since harm ,0
31422,harm outside since accept since ,0
31423,,1
31424,less more ,0
31425,following ,0
31426,entry ,0
31427,,1
31428,since ,0
31429,water ,0
31430,,1
31431,,0
31432,water harm ,1
31433,,1
31434,,1
31435,water water ,0
31436,was thousand ,0
31437,,1
31438,cat ,0
31439,,1
31440,,1
31441,,1
31442,,1
31443,to ,1
31444,me ,1
31445,,1
31446,,1
31447,since ,1
31448,,1
31449,below ,0
31450,me me ,1
31451,silver accept ,0
31452,since since ,0
31453,,0
31454,since hear accept ,0
31455,silver accept since ,0
31456,,1
31457,thousand since thousand accept disease since ,0
31458,,1
31459,,1
31460,,1
31461,,1
31462,,0
31463,,1
31464,after since ,0
31465,water ,1
31466,water ,0
31467,water ,1
31468,me harm ,0
31469,,1
31470,water ,1
31471,,0
31472,,1
31473,,1
31474,after water acceptable ,0
31475,,1
31476,,1
31477,water ,0
31478,cat ,1
31479,,1
31480,,1
31481,,1
31482,was was since thanks ,0
31483,harm breath ,0
31484,water double water ,0
31485,,1
31486,,0
31487,water ,0
31488,,0
31489,,1
31490,by ,1
31491,,1
31492,cat harm ,1
31493,to by ,0
31494,,1
31495,since ,1
31496,since water cat feel ,0
31497,since billion ,0
31498,,1
31499,,1
31500,harm ,1
31501,,1
31502,,1
31503,,1
31504,,1
31505,,1
31506,,1
31507,water ,1
31508,,1
31509,and ,1
31510,me ,1
31511,water laughing ,1
31512,water ,0
31513,less water day water ,0
31514,since and since ,0
31515,water ,0
31516,since water harm ,0
31517,,0
31518,mean since ,1
31519,people ,1
31520,,1
31521,cat acceptable ,1
31522,water ,0
31523,since ,0
31524,copy since after beside ,0
31525,,1
31526,since ,1
31527,to ,1
31528,god ,1
31529,,1
31530,,0
31531,harm ,1
31532,,1
31533,water ,1
31534,tell since tell water beside since ,0
31535,,1
31536,water ,1
31537,,0
31538,cat ,1
31539,people ,0
31540,,0
31541,since ,0
31542,,1
31543,,1
31544,,1
31545,,1
31546,cat ,0
31547,,1
31548,,0
31549,anger water ,0
31550,,1
31551,since ,1
31552,,0
31553,god and ,0
31554,,1
31555,,1
31556,,1
31557,cat ,1
31558,harm ,0
31559,since ,0
31560,,0
31561,water since ,0
31562,,1
31563,,1
31564,,1
31565,water since ,0
31566,,1
31567,less water water water beside ,0
31568,water proverb ,0
31569,,1
31570,smoke swim ,0
31571,since accept after ,0
31572,,1
31573,,1
31574,harm cat ,1
31575,was ,0
31576,,1
31577,,1
31578,beside ,0
31579,,1
31580,beside ,1
31581,cat me me cat me me ,0
31582,to since since since since ,0
31583,,1
31584,cat ,1
31585,me water harm ,1
31586,,1
31587,water beside ,0
31588,cat water ,0
31589,me ,1
31590,participate beside ,0
31591,since since ,0
31592,,0
31593,,1
31594,me below cat ,1
31595,since ,1
31596,water ,0
31597,,0
31598,,1
31599,,0
31600,water beside ,1
31601,,1
31602,accept ,0
31603,since after water since ceiling beside ,0
31604,and and mountain heart ,0
31605,word add word add ,0
31606,since ,0
31607,,1
31608,since water ,0
31609,,0
31610,,0
31611,,1
31612,,0
31613,go down ,1
31614,thanks ,1
31615,since ,0
31616,soul ,1
31617,,1
31618,,1
31619,,1
31620,,1
31621,,1
31622,after since water ,0
31623,,1
31624,,1
31625,,1
31626,harm ,1
31627,,1
31628,,1
31629,,1
31630,,1
31631,me ,0
31632,,1
31633,else since ,1
31634,,1
31635,angry after since accept ,0
31636,,1
31637,,1
31638,since ,1
31639,harm ,1
31640,,1
31641,,1
31642,,1
31643,water ,0
31644,,0
31645,water ,1
31646,,1
31647,water ,1
31648,,1
31649,,0
31650,since by ,0
31651,,0
31652,,0
31653,since swim ,0
31654,,1
31655,,1
31656,,0
31657,germany laughing ,1
31658,,1
31659,,1
31660,mom cat since since after water water since after water was ,0
31661,,1
31662,,1
31663,laughing cat ,1
31664,,0
31665,harm ,0
31666,since doubt ,1
31667,,0
31668,,1
